Protein IDs,Fasta headers,LFQ intensity 1,LFQ intensity 2,LFQ intensity 20,LFQ intensity 22,LFQ intensity 25,LFQ intensity 28,LFQ intensity 29,LFQ intensity 31,LFQ intensity 33,LFQ intensity 36,LFQ intensity 37,LFQ intensity 39,LFQ intensity 4,LFQ intensity 8,LFQ intensity 9
Q5M7W5-2;Q5M7W5,sp|Q5M7W5-2|MAP4_RAT Isoform 2 of Microtubule-associated protein 4 OS=Rattus norvegicus OX=10116 GN=Map4;sp|Q5M7W5|MAP4_RAT Microtubule-associated protein 4 OS=Rattus norvegicus OX=10116 GN=Map4 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F7FF45;F1LW91;Q4G051,tr|F7FF45|F7FF45_RAT Nuclear mitotic apparatus protein 1 OS=Rattus norvegicus OX=10116 GN=Numa1 PE=1 SV=2;tr|F1LW91|F1LW91_RAT Nuclear mitotic apparatus protein 1 OS=Rattus norvegicus OX=10116 GN=Numa1 PE=1 SV=2,18396,877520,125230,168280,0,153970,300790,381280,189090,83257,242150,269340,302480,79876,158440
F1LXT3,tr|F1LXT3|F1LXT3_RAT UTP20 small subunit processome component OS=Rattus norvegicus OX=10116 GN=Utp20 PE=1 SV=3,0,0,5875.4,0,0,144220,10367,0,0,0,0,0,0,0,0
Z4YNH5;F1LZF2;Q8R511-7;Q8R511-6;Q8R511-5;Q8R511-4;Q8R511-3;Q8R511;Q8R511-2,tr|Z4YNH5|Z4YNH5_RAT Formin-binding protein 1 (Fragment) OS=Rattus norvegicus OX=10116 GN=Fnbp1 PE=1 SV=3;tr|F1LZF2|F1LZF2_RAT Formin-binding protein 1 OS=Rattus norvegicus OX=10116 GN=Fnbp1 PE=1 SV=3;sp|Q8R511-7|FNBP1_RAT Isoform 7 of Formin-binding prote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1M062,"tr|F1M062|F1M062_RAT La ribonucleoprotein 1, translational regulator OS=Rattus norvegicus OX=10116 GN=Larp1 PE=1 SV=3",0,0,0,0,0,0,37261,0,0,0,0,10932,0,0,0
F1M124;B5DF59,tr|F1M124|F1M124_RAT Cordon-bleu WH2 repeat protein-like 1 OS=Rattus norvegicus OX=10116 GN=Cobll1 PE=1 SV=2,0,0,21032,0,0,0,0,0,0,0,0,0,0,0,25205
F1M265;P0C5E3,tr|F1M265|F1M265_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 PE=1 SV=3;sp|P0C5E3|PALLD_RAT Palladin (Fragment) OS=Rattus norvegicus OX=10116 GN=Palld PE=1 SV=1,91962,27210,0,21815,0,183060,565270,18708,97735,610430,54087,84827,11112,0,14494
F1M589,tr|F1M589|F1M589_RAT PML nuclear body scaffold OS=Rattus norvegicus OX=10116 GN=Pml PE=1 SV=3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1M5T1;D4ADM5,tr|F1M5T1|F1M5T1_RAT Ferritin OS=Rattus norvegicus OX=10116 GN=LOC100359668 PE=3 SV=2,43373,23248,0,0,0,0,0,0,0,0,0,0,0,0,0
P02793;M0R597;Q7TP54;M0R5T8;M0R6L9;M0RCS3,sp|P02793|FRIL1_RAT Ferritin light chain 1 OS=Rattus norvegicus OX=10116 GN=Ftl1 PE=1 SV=3;tr|M0R597|M0R597_RAT Ferritin OS=Rattus norvegicus OX=10116 GN=LOC100362384 PE=3 SV=1;sp|Q7TP54|RIPR2_RAT Rho family-interacting cell polarization regulator 2 OS=Rat,3184900,4749700,3441000,2363000,361260,1357300,867160,6441800,2824700,1871900,3219500,4926600,3471200,1562300,63194
F1M6Q3,tr|F1M6Q3|F1M6Q3_RAT Collagen type IV alpha 2 chain OS=Rattus norvegicus OX=10116 GN=Col4a2 PE=1 SV=3,26217,10076,470010,9240.4,32816,0,0,0,39346,0,22121,0,235130,23575,891070
Q498M3;Q5XI11;F1M7Q7,tr|Q498M3|Q498M3_RAT Otud4 protein (Fragment) OS=Rattus norvegicus OX=10116 GN=Otud4 PE=2 SV=1;tr|Q5XI11|Q5XI11_RAT Otud4 protein (Fragment) OS=Rattus norvegicus OX=10116 GN=Otud4 PE=2 SV=1;tr|F1M7Q7|F1M7Q7_RAT Ubiquitinyl hydrolase 1 OS=Rattus norvegicus ,0,0,0,0,0,0,32247,12908,35782,0,0,0,50164,0,243650
F1M842,tr|F1M842|F1M842_RAT Tumor protein p53-binding protein 1 OS=Rattus norvegicus OX=10116 GN=Tp53bp1 PE=1 SV=3,0,0,0,0,0,0,71849,0,0,0,0,0,0,0,106840
F7FKI5;Q4FZZ4;D4A5G8;A0A0G2JW90;P26284,tr|F7FKI5|F7FKI5_RAT Pyruvate dehydrogenase E1 component subunit alpha OS=Rattus norvegicus OX=10116 GN=Pdha1 PE=1 SV=2;tr|Q4FZZ4|Q4FZZ4_RAT Pyruvate dehydrogenase E1 component subunit alpha OS=Rattus norvegicus OX=10116 GN=Pdha1 PE=2 SV=1;tr|D4A5G8|D4A5G8,0,0,0,0,0,132560,109210,0,58184,85525,70608,0,92700,150600,282650
Q3MID5;F1M8H6;Q5I6B8,tr|Q3MID5|Q3MID5_RAT Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma OS=Rattus norvegicus OX=10116 GN=Pip5k1c PE=1 SV=1;tr|F1M8H6|F1M8H6_RAT Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma OS=Rattus norvegicus OX=10116 GN=Pip5k1c PE=1 SV=1;sp,152020,0,0,0,0,108500,46882,0,0,21269,0,25122,201810,12914,0
F1M8Z8;F1M866;F1M840;F1M865;F1M820,tr|F1M8Z8|F1M8Z8_RAT Sorbin and SH3 domain-containing protein 1 OS=Rattus norvegicus OX=10116 GN=Sorbs1 PE=1 SV=1;tr|F1M866|F1M866_RAT Sorbin and SH3 domain-containing protein 1 OS=Rattus norvegicus OX=10116 GN=Sorbs1 PE=1 SV=1;tr|F1M840|F1M840_RAT Sorbin ,0,0,0,0,0,0,0,0,0,31030,40202,0,0,67271,0
F1M9C3,tr|F1M9C3|F1M9C3_RAT Non-specific serine/threonine protein kinase OS=Rattus norvegicus OX=10116 GN=Braf PE=1 SV=3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1M9N7;Q4KLH5,tr|F1M9N7|F1M9N7_RAT Arf-GAP domain and FG repeat-containing protein 1 OS=Rattus norvegicus OX=10116 GN=Agfg1 PE=1 SV=2;sp|Q4KLH5|AGFG1_RAT Arf-GAP domain and FG repeat-containing protein 1 OS=Rattus norvegicus OX=10116 GN=Agfg1 PE=1 SV=1,0,0,0,55271,0,198390,164060,0,0,91510,134290,95045,0,108240,29487
F1MAM6,"tr|F1MAM6|F1MAM6_RAT Dynein, axonemal, heavy chain 8 OS=Rattus norvegicus OX=10116 GN=Dnah8 PE=1 SV=3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1MAQ4,tr|F1MAQ4|F1MAQ4_RAT Trafficking protein particle complex 10 OS=Rattus norvegicus OX=10116 GN=Trappc10 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,8652.7,0,33027
F7DLY1,tr|F7DLY1|F7DLY1_RAT EPS8-like 2 OS=Rattus norvegicus OX=10116 GN=Eps8l2 PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6DGF2;A0A0G2JW94,tr|Q6DGF2|Q6DGF2_RAT Clathrin interactor 1 OS=Rattus norvegicus OX=10116 GN=Clint1 PE=1 SV=1;tr|A0A0G2JW94|A0A0G2JW94_RAT Clathrin interactor 1 OS=Rattus norvegicus OX=10116 GN=Clint1 PE=1 SV=1,0,0,57717,90780,0,0,0,0,0,0,0,183450,60084,0,114860
F8WG35;Q62947-2;Q62947,tr|F8WG35|F8WG35_RAT Zinc finger E-box-binding homeobox 1 OS=Rattus norvegicus OX=10116 GN=Zeb1 PE=1 SV=2;sp|Q62947-2|ZEB1_RAT Isoform 2 of Zinc finger E-box-binding homeobox 1 OS=Rattus norvegicus OX=10116 GN=Zeb1;sp|Q62947|ZEB1_RAT Zinc finger E-box-bind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G3V625;O35786,tr|G3V625|G3V625_RAT Chemokine-like receptor 1 OS=Rattus norvegicus OX=10116 GN=Cmklr1 PE=1 SV=1;sp|O35786|CML1_RAT Chemokine-like receptor 1 OS=Rattus norvegicus OX=10116 GN=Cmklr1 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O54755;G3V644,tr|O54755|O54755_RAT Complex I-9kD OS=Rattus norvegicus OX=10116 GN=Ndufv3 PE=2 SV=1;tr|G3V644|G3V644_RAT Complex I-9kD OS=Rattus norvegicus OX=10116 GN=Ndufv3 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G3V656,tr|G3V656|G3V656_RAT RNA methyltransferase OS=Rattus norvegicus OX=10116 GN=LOC100910540 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G3V6P7;Q62812;Q62704,"tr|G3V6P7|G3V6P7_RAT Myosin, heavy polypeptide 9, non-muscle OS=Rattus norvegicus OX=10116 GN=Myh9 PE=1 SV=1;sp|Q62812|MYH9_RAT Myosin-9 OS=Rattus norvegicus OX=10116 GN=Myh9 PE=1 SV=3",517590,29486,220850,57813,5984,83161,253450,24762,9077.7,89012,60854,118350,1015800,21447,1386900
G3V6Y9;O55035,tr|G3V6Y9|G3V6Y9_RAT Peptidyl-prolyl cis-trans isomerase G OS=Rattus norvegicus OX=10116 GN=Ppig PE=1 SV=1;sp|O55035|PPIG_RAT Peptidyl-prolyl cis-trans isomerase G OS=Rattus norvegicus OX=10116 GN=Ppig PE=1 SV=2,68435,0,0,0,11293,146610,46980,0,19995,0,0,0,63412,0,404920
G3V779;B2RZ67,tr|G3V779|G3V779_RAT Ladinin-1 OS=Rattus norvegicus OX=10116 GN=Lad1 PE=1 SV=1;tr|B2RZ67|B2RZ67_RAT Lad1 protein (Fragment) OS=Rattus norvegicus OX=10116 GN=Lad1 PE=2 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8K1P7;G3V790;B5DFE9,sp|Q8K1P7|SMCA4_RAT Transcription activator BRG1 OS=Rattus norvegicus OX=10116 GN=Smarca4 PE=1 SV=1;tr|G3V790|G3V790_RAT Transcription activator BRG1 OS=Rattus norvegicus OX=10116 GN=Smarca4 PE=1 SV=2,0,22861,0,0,0,0,0,0,0,0,3519.9,0,0,0,0
A0A0G2JWE3;Q3SWT4,tr|A0A0G2JWE3|A0A0G2JWE3_RAT Protein IWS1 homolog OS=Rattus norvegicus OX=10116 GN=Iws1 PE=1 SV=1;sp|Q3SWT4|IWS1_RAT Protein IWS1 homolog OS=Rattus norvegicus OX=10116 GN=Iws1 PE=1 SV=1,0,0,7520.2,0,0,0,41195,0,0,6260.3,0,0,45137,0,167550
G3V793;Q8K3X0,tr|G3V793|G3V793_RAT Protein CASC3 OS=Rattus norvegicus OX=10116 GN=Casc3 PE=1 SV=2;sp|Q8K3X0|CASC3_RAT Protein CASC3 OS=Rattus norvegicus OX=10116 GN=Casc3 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,11256,0,90306
G3V7G0;Q9QXU8,tr|G3V7G0|G3V7G0_RAT Dynein light intermediate chain OS=Rattus norvegicus OX=10116 GN=Dync1li1 PE=1 SV=1;sp|Q9QXU8|DC1L1_RAT Cytoplasmic dynein 1 light intermediate chain 1 OS=Rattus norvegicus OX=10116 GN=Dync1li1 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G3V7I8;O08815,tr|G3V7I8|G3V7I8_RAT Non-specific serine/threonine protein kinase OS=Rattus norvegicus OX=10116 GN=Slk PE=1 SV=1;sp|O08815|SLK_RAT STE20-like serine/threonine-protein kinase OS=Rattus norvegicus OX=10116 GN=Slk PE=1 SV=1,0,0,0,0,0,0,43128,0,0,0,0,26500,0,0,0
G3V7J2;Q4V8C7,tr|G3V7J2|G3V7J2_RAT Interferon-inducible double-stranded RNA-dependent protein kinase activator A OS=Rattus norvegicus OX=10116 GN=Prkra PE=1 SV=1;sp|Q4V8C7|PRKRA_RAT Interferon-inducible double-stranded RNA-dependent protein kinase activator A OS=Rattus ,12489,0,134550,58263,0,0,97994,72034,0,55414,40165,55367,130280,60931,103530
G3V7Q2;P32182,tr|G3V7Q2|G3V7Q2_RAT Hepatocyte nuclear factor 3-beta OS=Rattus norvegicus OX=10116 GN=Foxa2 PE=1 SV=1;sp|P32182|FOXA2_RAT Hepatocyte nuclear factor 3-beta OS=Rattus norvegicus OX=10116 GN=Foxa2 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G3V7U4;P70615;D3ZLC1,tr|G3V7U4|G3V7U4_RAT Lamin-B1 OS=Rattus norvegicus OX=10116 GN=Lmnb1 PE=1 SV=1;sp|P70615|LMNB1_RAT Lamin-B1 OS=Rattus norvegicus OX=10116 GN=Lmnb1 PE=1 SV=3;tr|D3ZLC1|D3ZLC1_RAT Lamin B2 OS=Rattus norvegicus OX=10116 GN=Lmnb2 PE=1 SV=2,0,0,0,0,0,0,0,0,0,12338,17699,0,0,0,59786
G3V818;Q9HB97,tr|G3V818|G3V818_RAT Alpha-parvin OS=Rattus norvegicus OX=10116 GN=Parva PE=1 SV=1;sp|Q9HB97|PARVA_RAT Alpha-parvin OS=Rattus norvegicus OX=10116 GN=Parva PE=1 SV=2,0,0,0,0,0,52186,31108,0,0,28357,0,0,94914,373230,0
G3V852;Q498D4;Q3B7U7,"tr|G3V852|G3V852_RAT RCG55135, isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Tln1 PE=1 SV=1;tr|Q498D4|Q498D4_RAT Tln1 protein OS=Rattus norvegicus OX=10116 GN=Tln1 PE=2 SV=1",283660,74291,159690,101930,25984,70758,91230,110600,389220,60175,154300,90170,67802,388260,14827
Q32PZ5;G3V897,"tr|Q32PZ5|Q32PZ5_RAT Ctr9 protein (Fragment) OS=Rattus norvegicus OX=10116 GN=Ctr9 PE=2 SV=1;tr|G3V897|G3V897_RAT CTR9 homolog, Paf1/RNA polymerase II complex component OS=Rattus norvegicus OX=10116 GN=Ctr9 PE=1 SV=1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G3V8F3;Q4QQU1,tr|G3V8F3|G3V8F3_RAT BUD13 homolog OS=Rattus norvegicus OX=10116 GN=Bud13 PE=1 SV=1;sp|Q4QQU1|BUD13_RAT BUD13 homolog OS=Rattus norvegicus OX=10116 GN=Bud13 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G3V8L3;P48679;A0A0G2JTC5;P70482;A0A1B0GWU9;Q6P6U3;A0A0G2K3R2,"tr|G3V8L3|G3V8L3_RAT Lamin A, isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Lmna PE=1 SV=1;sp|P48679|LMNA_RAT Prelamin-A/C OS=Rattus norvegicus OX=10116 GN=Lmna PE=1 SV=1;tr|A0A0G2JTC5|A0A0G2JTC5_RAT Prelamin-A/C OS=Rattus norvegicus OX=10116 GN=Lmna PE=1",58616,239360,129480,107010,0,21687,182350,120610,75007,206290,67098,50861,121810,130700,152010
G3V8L9;P85125,tr|G3V8L9|G3V8L9_RAT Caveolae-associated protein 1 OS=Rattus norvegicus OX=10116 GN=Cavin1 PE=1 SV=1;sp|P85125|CAVN1_RAT Caveolae-associated protein 1 OS=Rattus norvegicus OX=10116 GN=Cavin1 PE=1 SV=1,106260,73122,19918,36432,256980,62873,50783,95246,215940,338220,158020,95835,75222,100050,0
G3V8R0,tr|G3V8R0|G3V8R0_RAT Small acidic protein OS=Rattus norvegicus OX=10116 GN=RGD1311703 PE=1 SV=1,0,0,58385,31736,0,149970,127790,104820,0,169320,49006,0,133500,102420,119820
G3V8R5;P15304-2;P15304,tr|G3V8R5|G3V8R5_RAT Hormone-sensitive lipase OS=Rattus norvegicus OX=10116 GN=Lipe PE=1 SV=1;sp|P15304-2|LIPS_RAT Isoform 2 of Hormone-sensitive lipase OS=Rattus norvegicus OX=10116 GN=Lipe;sp|P15304|LIPS_RAT Hormone-sensitive lipase OS=Rattus norvegicus ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G3V8R7,tr|G3V8R7|G3V8R7_RAT GATA zinc finger domain-containing 2A OS=Rattus norvegicus OX=10116 GN=Gatad2a PE=1 SV=2,0,0,126220,58126,0,0,139420,0,0,67214,40487,192910,0,0,56862
Q499S0;G3V8W8,tr|Q499S0|Q499S0_RAT Connector enhancer of kinase suppressor of Ras 1 OS=Rattus norvegicus OX=10116 GN=Cnksr1 PE=2 SV=1;tr|G3V8W8|G3V8W8_RAT Connector enhancer of kinase suppressor of Ras 1 OS=Rattus norvegicus OX=10116 GN=Cnksr1 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G3V913;P42930,tr|G3V913|G3V913_RAT Heat shock 27 kDa protein OS=Rattus norvegicus OX=10116 GN=Hspb1 PE=1 SV=1;sp|P42930|HSPB1_RAT Heat shock protein beta-1 OS=Rattus norvegicus OX=10116 GN=Hspb1 PE=1 SV=1,276510,282090,317480,614900,0,1162300,366450,494120,0,436190,267150,973080,418320,341320,0
G3V9M6;Q9WUH8;Q9WUH9;F1M5Q4,tr|G3V9M6|G3V9M6_RAT Fibrillin 1 OS=Rattus norvegicus OX=10116 GN=Fbn1 PE=1 SV=1;tr|Q9WUH8|Q9WUH8_RAT Fibrillin-1 OS=Rattus norvegicus OX=10116 GN=Fbn1 PE=2 SV=1,35796,81933,10497,31277,43015,61205,66849,129560,51310,200880,29731,0,582580,36593,11667
G3V9P7;P51111,tr|G3V9P7|G3V9P7_RAT Huntingtin OS=Rattus norvegicus OX=10116 GN=Htt PE=1 SV=1;sp|P51111|HD_RAT Huntingtin OS=Rattus norvegicus OX=10116 GN=Htt PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G3V9Y1;Q9JLT0,"tr|G3V9Y1|G3V9Y1_RAT Myosin, heavy polypeptide 10, non-muscle, isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Myh10 PE=1 SV=1;sp|Q9JLT0|MYH10_RAT Myosin-10 OS=Rattus norvegicus OX=10116 GN=Myh10 PE=1 SV=1",17092,22918,0,47458,0,102540,0,0,0,238070,64013,91534,6582.6,0,48168
M0R3Z8,"tr|M0R3Z8|M0R3Z8_RAT RCG28930, isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Rbm15 PE=1 SV=2",0,0,54568,17459,0,0,51031,0,0,25186,16944,65651,0,0,81068
M0R4H5;P36202,tr|M0R4H5|M0R4H5_RAT PDZ and LIM domain protein 4 OS=Rattus norvegicus OX=10116 GN=Pdlim4 PE=1 SV=1;sp|P36202|PDLI4_RAT PDZ and LIM domain protein 4 OS=Rattus norvegicus OX=10116 GN=Pdlim4 PE=1 SV=2,30729,0,46347,41112,0,0,263970,0,35897,66609,17956,33239,74418,62203,3392.9
M0R567;Q5EIC4,tr|M0R567|M0R567_RAT Probable E3 ubiquitin-protein ligase IRF2BPL OS=Rattus norvegicus OX=10116 GN=Irf2bpl PE=1 SV=1;sp|Q5EIC4|I2BPL_RAT Probable E3 ubiquitin-protein ligase IRF2BPL OS=Rattus norvegicus OX=10116 GN=Irf2bpl PE=1 SV=1,0,0,0,0,16897,0,0,0,0,0,0,0,18243,0,21204
M0R582;Q8R4V0,tr|M0R582|M0R582_RAT Serine/threonine-protein kinase Sgk3 OS=Rattus norvegicus OX=10116 GN=Sgk3 PE=4 SV=2;sp|Q8R4V0|SGK3_RAT Serine/threonine-protein kinase Sgk3 OS=Rattus norvegicus OX=10116 GN=Sgk3 PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M0RD63;M0R5Q3;M0R920,tr|M0RD63|M0RD63_RAT RAN-binding protein 3 OS=Rattus norvegicus OX=10116 GN=Ranbp3 PE=1 SV=2;tr|M0R5Q3|M0R5Q3_RAT RAN-binding protein 3 OS=Rattus norvegicus OX=10116 GN=Ranbp3 PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M0R5U4,tr|M0R5U4|M0R5U4_RAT Adenylate cyclase 9 OS=Rattus norvegicus OX=10116 GN=Adcy9 PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M0R671,tr|M0R671|M0R671_RAT Tensin 2 OS=Rattus norvegicus OX=10116 GN=Tns2 PE=1 SV=1,0,0,20232,0,0,0,0,0,0,13130,0,0,44466,0,0
M0R7A6,tr|M0R7A6|M0R7A6_RAT Intersectin 2 OS=Rattus norvegicus OX=10116 GN=Itsn2 PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,0,0,9005.2,0,14623
M0RC12;M0R7D1;Q5XI01,tr|M0RC12|M0RC12_RAT La ribonucleoprotein domain family member 7 OS=Rattus norvegicus OX=10116 GN=Larp7 PE=1 SV=2;tr|M0R7D1|M0R7D1_RAT La ribonucleoprotein domain family member 7 OS=Rattus norvegicus OX=10116 GN=Larp7 PE=1 SV=2;sp|Q5XI01|LARP7_RAT La-relat,0,0,0,0,0,0,0,0,0,0,0,0,68178,0,68382
M0R7V5,tr|M0R7V5|M0R7V5_RAT Ubiquitinyl hydrolase 1 OS=Rattus norvegicus OX=10116 GN=Tnfaip3 PE=1 SV=1,0,0,0,16065,0,0,7755.1,0,0,0,0,0,0,0,0
M0R8V0,tr|M0R8V0|M0R8V0_RAT UHRF1-binding protein 1-like OS=Rattus norvegicus OX=10116 GN=Uhrf1bp1l PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M0R965;Q3B8Q1,tr|M0R965|M0R965_RAT RNA helicase OS=Rattus norvegicus OX=10116 GN=LOC685025 PE=3 SV=2;sp|Q3B8Q1|DDX21_RAT Nucleolar RNA helicase 2 OS=Rattus norvegicus OX=10116 GN=Ddx21 PE=2 SV=1,0,0,171630,77984,0,0,152270,0,89187,42319,35234,137070,57741,40874,104660
M0RBT5,"tr|M0RBT5|M0RBT5_RAT SDS3 homolog, SIN3A corepressor complex component OS=Rattus norvegicus OX=10116 GN=Suds3 PE=1 SV=2",0,0,72853,0,0,0,179520,0,0,107650,0,0,153880,18252,215530
D4A2C4;A0A0G2JWF7,tr|D4A2C4|D4A2C4_RAT MORC family CW-type zinc finger 2 OS=Rattus norvegicus OX=10116 GN=Morc2 PE=1 SV=2;tr|A0A0G2JWF7|A0A0G2JWF7_RAT MORC family CW-type zinc finger 2 OS=Rattus norvegicus OX=10116 GN=Morc2 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M0RD26,tr|M0RD26|M0RD26_RAT Procollagen C-endopeptidase enhancer 2 OS=Rattus norvegicus OX=10116 GN=PCOLCE2 PE=4 SV=2,0,0,0,0,1558100,68673,0,0,0,0,0,0,0,2136800,0
M0RD75;P62755,tr|M0RD75|M0RD75_RAT 40S ribosomal protein S6 OS=Rattus norvegicus OX=10116 GN=Rps6 PE=1 SV=1;sp|P62755|RS6_RAT 40S ribosomal protein S6 OS=Rattus norvegicus OX=10116 GN=Rps6 PE=1 SV=1,0,0,0,0,0,0,38207,0,0,0,0,16106,0,0,104260
M0RDF1,tr|M0RDF1|M0RDF1_RAT Lysine demethylase 3B OS=Rattus norvegicus OX=10116 GN=Kdm3b PE=1 SV=2,0,0,49788,0,0,1150700,23175,113990,0,46106,0,0,0,6996.7,107720
M0RDM1,tr|M0RDM1|M0RDM1_RAT RCG32111 OS=Rattus norvegicus OX=10116 GN=Sall4 PE=4 SV=1,0,0,4883.9,0,0,0,0,0,0,0,0,0,0,0,22524
Q6P766;O08564;O08564-2;G3V9Y2,tr|Q6P766|Q6P766_RAT Lipid phosphate phosphohydrolase 1 OS=Rattus norvegicus OX=10116 GN=Plpp1 PE=2 SV=1;sp|O08564|PLPP1_RAT Phospholipid phosphatase 1 OS=Rattus norvegicus OX=10116 GN=Plpp1 PE=1 SV=1;sp|O08564-2|PLPP1_RAT Isoform 2 of Phospholipid phospha,39034,0,16646,0,0,0,3910.2,0,0,0,0,0,30848,16635,85399
O08629,sp|O08629|TIF1B_RAT Transcription intermediary factor 1-beta OS=Rattus norvegicus OX=10116 GN=Trim28 PE=1 SV=2,364200,51017,1427700,414400,0,308160,601980,373230,594800,393120,462970,946770,654170,336190,628290
D4ACS0;D4A1S6;D3ZR53;A0A0G2JWJ0;Q10728-2;Q10728-3;Q10728,tr|D4ACS0|D4ACS0_RAT Protein phosphatase 1 regulatory subunit OS=Rattus norvegicus OX=10116 GN=Ppp1r12a PE=1 SV=2;tr|D4A1S6|D4A1S6_RAT Protein phosphatase 1 regulatory subunit OS=Rattus norvegicus OX=10116 GN=Ppp1r12a PE=1 SV=3;tr|D3ZR53|D3ZR53_RAT Protein,0,0,376030,0,0,0,115710,0,0,0,0,0,0,100740,44994
Q5M7X1;O35142,tr|Q5M7X1|Q5M7X1_RAT Coatomer subunit beta OS=Rattus norvegicus OX=10116 GN=Copb2 PE=2 SV=1;sp|O35142|COPB2_RAT Coatomer subunit beta OS=Rattus norvegicus OX=10116 GN=Copb2 PE=1 SV=3,0,0,0,0,0,0,120950,0,0,58068,0,0,0,83069,137620
O35821,sp|O35821|MBB1A_RAT Myb-binding protein 1A OS=Rattus norvegicus OX=10116 GN=Mybbp1a PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2KP10;Q6P684;O35876,tr|Q2KP10|Q2KP10_RAT SMN splice variant OS=Rattus norvegicus OX=10116 PE=2 SV=1;tr|Q6P684|Q6P684_RAT Survival motor neuron 1 OS=Rattus norvegicus OX=10116 GN=Smn1 PE=1 SV=1;sp|O35876|SMN_RAT Survival motor neuron protein OS=Rattus norvegicus OX=10116 GN=Sm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O35889;O35889-2;F1LT10,sp|O35889|AFAD_RAT Afadin OS=Rattus norvegicus OX=10116 GN=Afdn PE=1 SV=1;sp|O35889-2|AFAD_RAT Isoform 2 of Afadin OS=Rattus norvegicus OX=10116 GN=Afdn;tr|F1LT10|F1LT10_RAT Afadin OS=Rattus norvegicus OX=10116 GN=Afdn PE=1 SV=3,0,0,0,0,0,0,34576,0,0,11138,0,0,11925,0,11197
A0A0G2JWJ5;Q9R0T2;Q9QUG4;Q64535,tr|A0A0G2JWJ5|A0A0G2JWJ5_RAT P-type Cu(+) transporter OS=Rattus norvegicus OX=10116 GN=Atp7b PE=1 SV=1;tr|Q9R0T2|Q9R0T2_RAT P-type Cu(+) transporter (Fragment) OS=Rattus norvegicus OX=10116 PE=2 SV=1;tr|Q9QUG4|Q9QUG4_RAT P-type Cu(+) transporter OS=Rattus ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O70187;O70186;O70185,tr|O70187|O70187_RAT Nuclear factor 1 OS=Rattus norvegicus OX=10116 GN=Nfib PE=1 SV=2;tr|O70186|O70186_RAT Nuclear factor 1 OS=Rattus norvegicus OX=10116 GN=Nfib PE=1 SV=2;tr|O70185|O70185_RAT Nuclear factor 1 OS=Rattus norvegicus OX=10116 GN=Nfib PE=1 SV=,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O70188,tr|O70188|O70188_RAT Nuclear factor 1 OS=Rattus norvegicus OX=10116 GN=Nfic PE=1 SV=2,0,0,0,0,0,0,56006,0,0,3532.7,0,0,0,0,0
O70377;M0R4V3,sp|O70377|SNP23_RAT Synaptosomal-associated protein 23 OS=Rattus norvegicus OX=10116 GN=Snap23 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,13276,0,0,0,24205
