Protein_names	Gene_names	UniprotID	LFQ_intensity_R1_1	LFQ_intensity_R1_2	LFQ_intensity_R2_1	LFQ_intensity_R2_2	LFQ_intensity_R20_1	LFQ_intensity_R20_2	LFQ_intensity_R22_1	LFQ_intensity_R22_2	LFQ_intensity_R25_1	LFQ_intensity_R25_2	LFQ_intensity_R28_1	LFQ_intensity_R28_2	LFQ_intensity_R29_1	LFQ_intensity_R29_2	LFQ_intensity_R31_1	LFQ_intensity_R31_2	LFQ_intensity_R33_1	LFQ_intensity_R33_2	LFQ_intensity_R36_1	LFQ_intensity_R36_2	LFQ_intensity_R37_1	LFQ_intensity_R37_2	LFQ_intensity_R39_1	LFQ_intensity_R39_2	LFQ_intensity_R4_1	LFQ_intensity_R4_2	LFQ_intensity_R8_1	LFQ_intensity_R8_2	LFQ_intensity_R9_1	LFQ_intensity_R9_2
RAD21	Rad21	Q4KLH7	0	0	0	0	0	0	6401	0	7487.1	0	0	10018	5452.8	0	22673	25282	0	0	0	15026	0	0	0	6026.7	0	0	0	0	14932	0
Mitogen-activated	Mapk14	Q56A33	0	0	7629.3	9071.9	1589.4	0	0	1336.8	2046.5	2069.4	0	0	0	0	0	0	0	1817.6	0	0	0	0	4117.5	3138.4	0	0	4364.5	0	0	0
Cadherin-2	Cdh2	G3V803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62421	63846	0	0	0	0
Methyl-CpG	Mbd3	F7EY92	0	0	0	0	6159.4	6532.3	0	5064.1	3360.4	0	10960	12791	5604.9	4831.5	0	12666	3665.9	0	0	0	4769.4	3418.6	5727.1	5409.6	0	0	0	1538	0	0
Nucleoporin	Nup214	D4ACK1	0	0	0	11925	0	0	12170	12417	15798	16546	12926	11291	5419.1	0	16671	0	7930.9	0	12367	9378	0	0	12147	11233	0	0	0	0	12592	4492.8
Lipase	Lipa	Q6IMY6	0	0	11868	23747	0	5233.2	3672.8	2100.5	10504	12502	0	0	0	0	9047.1	5882	0	0	5267.1	0	0	9081.9	0	0	29307	28769	6909	6678	0	0
Nucleolar	Gtpbp4	M0R623	18674	6810.3	13455	0	0	0	0	8142.3	0	8779.9	13170	18915	4267.7	0	13448	20072	0	0	4866.2	5911.6	0	0	29311	0	0	19867	0	0	17206	0
Poly(A)	Papola	D3ZK96	0	0	0	5167.3	0	0	0	0	0	0	0	21278	0	0	12155	0	0	0	10352	8431.1	0	0	0	0	15690	15238	0	0	23235	17899
GREB1-like	Greb1l	F1LTR0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59179	62403	0	0	0	0	0	0
Endothelial	Procr	Q4V8I1	22439	22882	22866	18997	0	0	10050	0	18645	14293	0	27564	0	0	0	38110	0	0	0	19764	0	0	0	0	0	0	10533	11227	0	0
Olfactory	Q9QWW8	22940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43506	0	0	0	18886	29476	33870	0	0	0	48364	0	0	25387	0
Tropomyosin	Tpm1	A0A0G2JSQ4	0	0	0	0	0	0	0	5099	3262.6	4774.4	0	0	15547	19115	1365	0	0	0	13211	10902	0	0	7870.1	0	15554	15540	0	0	20825	26668
Protein	Ppme1	Q4FZT2	0	0	0	8851.4	0	0	8523.4	8720.7	0	5842.2	11549	11945	0	4384.4	8488.8	10332	6221.2	9464.8	6694.7	2517.3	9137.1	0	0	7178	0	0	0	0	16848	20048
Prolactin	Preb	G3V6W2	0	0	0	0	0	8147	15911	0	0	10008	0	15296	8762.6	0	16332	16709	11421	11888	10479	0	0	0	10990	6906.9	0	0	0	0	18006	16333
COP9	Cops9	B5DFN0	5928.1	13647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28670	28046	0	0	0	0	0	0	0	0	17405	16449
Rho-associated	Rock1	D3ZN37	0	0	0	4721.3	0	0	0	12756	7317.8	0	17728	17193	0	10711	0	11717	0	0	0	7226.7	15696	18185	0	0	0	0	18323	5901.5	10977	9660.7
Peptidase	Pi15	F1M2W7	0	0	1518	0	0	0	0	0	2374.3	0	0	3196.7	0	0	0	1370.3	0	0	23113	24745	0	0	1451.7	15834	0	0	0	10674	0	0
Golgi	Gosr2	O35165	0	0	0	0	7108.4	0	7412.1	0	14357	15439	3611	4679.6	0	0	0	0	6282	6901.7	21523	23790	0	0	16588	12961	0	0	0	0	0	0
Lanosterol	Cyp51a1	Q64654	0	0	0	0	7714.7	2978.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45134	41412
SP100	Sp100	Q5XI80	0	0	31533	29781	0	0	8590.3	7697.8	8852.8	12646	0	12311	0	0	0	0	0	0	5360.7	1485.8	0	0	7573.7	10068	0	0	8280.1	10621	5522.3	6009.9
Histone	hdac6	A0A1L5YJQ7	0	0	0	0	0	3806.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28624	20773
NADH	Ndufa12	F1LXA0	0	0	0	0	8085.1	9390.6	13064	8092.5	0	8218.4	0	0	0	11368	20806	0	0	0	9001.9	6614.6	0	28414	0	11385	0	0	0	0	11898	7283.3
Ube2g2	Ube2g2	B2RYD0	0	0	0	0	0	0	31258	21078	21543	0	9115.8	0	0	0	20626	17232	0	0	0	33274	0	0	8923.7	0	0	0	0	0	0	0
Probable	Osgep	Q9WVS2	0	0	13682	8182.5	0	6157.3	0	0	6285	5182.3	0	0	12036	18424	0	0	0	0	10657	9201.8	0	6557.8	0	7204.3	6685.4	9359.4	2833.4	13274	11108	11220
Cyclin-dependent	Cdkn2c	Q8R5G4	0	0	0	0	0	0	9093.3	10233	11220	9219.8	8147.6	7774.7	11946	13873	13643	11740	0	0	18166	15119	4930	1170.8	15997	15202	8224	9599.5	0	0	0	0
Coiled-coil	Cc2d1b	Q5FVK6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51108	65950
Chloride	Clic3	D3ZY91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4342.1	0	0	3386.6	2476.6	0	0	0	0	0	0	0	0	0	0
Serine	Serpina3l	P05544	0	0	0	0	0	0	11989	19847	7424.8	5969.6	0	0	10832	11640	0	0	0	0	12374	13546	11968	18237	6707.6	2927.2	0	5220.4	5650.3	0	0	0
Tumor	Tsg101	Q6IRE4	7839.2	4940.3	8626.6	9993.9	7660.7	6524.3	5696.4	0	6550.5	5343	0	0	4957.5	5342.8	0	0	0	0	0	5911	5113.3	0	0	5771.4	11421	11699	6156.5	6354.5	6859.9	13056
RAP1	Rap1gds1	F1M7Y3	0	0	7362.2	0	0	0	0	0	0	0	0	0	17447	16126	0	0	0	4213.8	16188	15800	17921	0	0	0	0	0	16659	20765	9296.1	7379.6
Dimethylaniline	Fmo5	A0A0G2JSQ2	25779	34771	0	0	0	0	0	9738.1	8740.4	10090	11080	17214	0	12839	0	19277	0	0	8992.5	6843.8	0	0	8179.4	0	0	0	0	0	0	0
Zinc	Zfp804b	F1M1B9	0	0	0	0	0	0	8213.8	9643.1	11130	11352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acetyl-coenzyme	Acss1	D3ZZN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21235	21640	0	0	0	0
Family	Fam49a	B0BN65	0	0	0	0	0	0	9839.8	9879.3	8336.6	7142.8	14460	19387	8101.8	13321	11419	0	0	0	10209	8141.7	11318	8967.9	10245	13266	0	13414	0	0	0	0
Histone	Hdac5	F1LM64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Isoform	Dhrs7b;sp|Q5RJY4|DRS7B_RAT	Q5RJY4-2	0	0	0	0	13276	7494	4144.1	2469.1	7853.1	0	4039.6	8802.5	0	3212.5	4096.2	5926.4	0	7512.9	4694.2	5984.3	0	1937.7	0	0	17470	17449	0	0	29371	26617
DNA	Poldip3	D4A2B0	0	0	0	0	0	0	5318.9	0	0	6039.8	7148.8	14173	10814	0	0	5773.9	0	0	6910.1	7954.2	17098	23544	0	0	0	0	7360.5	0	26993	12431
AH	Aip	Q5FWY5	0	0	0	4344.6	0	0	0	5795.8	9649.7	7170.5	0	0	8248.9	0	7601.7	0	8546.9	9127	6710.6	8495.2	0	0	7572.1	7531.2	12896	12239	0	0	12260	14039
AFG3-like	Afg3l2	F1LN92	0	0	12587	11186	0	6492.7	0	0	0	0	7792.9	0	0	0	11056	9777.5	0	0	0	1755.2	0	9415.9	0	0	15743	15363	0	0	13394	13283
Kinesin-like	Kif1c	F1M9C8	0	0	0	0	0	0	13337	15598	11332	0	13225	17257	18755	17438	6009.2	0	0	0	14055	13360	9290.2	9592.3	15690	14667	0	0	0	0	0	0
Leucine-rich	Lrrc17	Q6AYD0	10656	15531	27852	25869	5414.8	0	0	0	0	0	0	9971.6	0	0	0	17389	7125.4	25636	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	47372	38631	6050.5	0	0	0	0	0	0	0	10738	8307.6	0	0	0	0	0	0	0	18549	0	0	0	0
Peptide-methionine	Msrb3	D4A650	0	0	0	5721.9	7091.5	0	13456	11577	0	0	0	0	0	5171	19332	17207	0	0	0	0	9070.1	9219.1	8771.5	13123	0	0	0	0	0	0
Cytoskeleton-associated	Ckap5	F1M949	0	0	0	0	11084	15245	3125.5	0	6128.3	0	8066	3616.6	11903	0	5543.8	0	13641	0	0	0	0	0	6768.6	7776.2	0	0	0	0	0	0
2-oxoglutarate	Ogfod3	Q5M843	0	0	0	0	10553	14226	0	0	0	0	0	0	0	0	0	0	7413.2	0	0	0	0	0	0	0	0	0	0	0	0	0
Cysteine	CSD	Q9QYW2	17193	18221	2491.5	11945	0	0	0	6365.6	9425.7	5586	0	0	0	0	0	0	4385.2	0	11456	12873	0	0	8648	6105.6	0	0	0	0	0	0
Methylglutaconyl-CoA	Auh	F1LU71	0	0	12896	12497	0	1979.5	0	8248.6	7686.6	0	13887	16448	0	0	10342	11352	0	0	0	7336.7	8915.8	8937.9	0	3877	23528	25309	12010	10033	0	0
Translation	Eif2b2	F7EVX2	0	0	0	0	0	16304	4923.4	0	5861.5	6151.3	0	0	0	6335	0	0	12940	17990	0	0	0	0	12787	11679	13345	14185	0	0	10369	11872
E3	Ubr2	D5MTH0	0	0	4043.5	0	10943	0	17063	17172	16561	0	0	5399	7799.5	12322	10374	0	0	0	0	21161	12078	0	20790	19247	0	0	0	3613.9	0	0
Filamin-binding	Fblim1	Q5U1Y3	0	0	0	0	24264	28921	12874	26582	0	0	0	2291.1	27344	31229	2246.9	0	0	0	0	0	0	0	0	35151	0	0	0	0	0	0
Trafficking	Trarg1	A0A0G2JVB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41534	44172	0	0	0	0
Leucine-rich	Lrrc40	G3V7I7	0	0	0	0	12908	0	17154	15795	14029	14439	2100.5	2624.2	8514	9195.5	6867.8	0	0	8701.4	6909.6	7344.9	14645	0	11204	12416	0	0	10643	11017	0	0
Alpha-MPP	Pmpca	F1M964	0	0	0	0	11973	12798	0	17749	0	0	12811	15678	0	0	0	0	18586	19189	0	13479	0	0	0	0	0	0	16932	15130	0	0
WASH	Washc2c	F1LPG9	0	0	0	5586.7	0	5608.5	0	0	0	10202	7397.3	10836	0	8731.7	0	9966.2	0	0	13257	13300	0	0	3994.7	0	8001.9	10917	0	0	0	8947.6
Vanin	Vnn1	Q4KLZ0	0	0	0	0	16085	15461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31659	34187	0	0	21786	17154
Oxysterol-binding	Osbp	D4A9D8	7387	7091.8	0	0	0	0	0	0	0	0	3559.9	3826.1	8581.5	8445.8	0	5694.5	0	0	3610.2	4488.3	4019	0	0	4306.4	0	4949.3	5801.7	6200.6	10096	9227.5
GON7	Gon7	A0A0G2K6N3	0	0	11459	10574	0	0	0	17587	22492	0	7928.6	0	0	0	0	0	6428.5	0	25708	29717	0	0	23842	23275	0	0	0	0	0	0
Paralemmin	Palm2	A0A096MIZ1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29871	33048	0	0	0	0
Elongation	Tsfm	Q9QYU2	0	0	0	9316.5	0	11351	0	6102.2	8396.6	11179	0	12465	6571.5	5829.4	15077	13782	0	9263.2	6074.4	0	9075.7	11164	0	9070.8	0	0	8252.1	0	5386.1	9054.1
Ankyrin	Ankmy2	D3ZC34	0	0	0	19541	8228.1	10004	16048	15023	0	7700.1	0	0	6219.8	0	10216	10059	17898	14175	5827.2	6459.7	0	0	0	7392.2	0	0	0	7148.9	0	0
Parkinson	LOC100911365	D3ZVI9	0	0	7863.7	6667.1	7377.7	8784.6	7658.6	0	8615.7	7809.6	0	10146	5851.5	0	13813	13988	0	0	5606.9	7053.3	0	0	8810.1	0	18050	19454	6159.6	5619.9	0	0
Ras	Rhoc	B2RYP0	0	0	0	0	0	1022.4	8456.5	16787	22530	26764	30526	0	0	0	0	0	0	0	23556	23162	0	0	2497.1	0	0	0	0	0	0	0
Unconventional	Myo5b	A0A0G2JVH1	0	0	0	0	0	2571.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24767	31618
Non-specific	Akt2	Q3HSE5	0	0	0	0	0	0	0	0	0	0	0	0	0	7679.6	0	5201.1	0	0	7077.2	8007.8	0	0	0	0	8213	13053	0	1353.4	5893.9	3202.8
Protein	Impact	Q5GFD9	0	0	0	0	8045.3	8631.9	0	0	0	0	0	8279.3	3669.8	0	12865	12163	13917	15668	0	0	4610.7	0	0	0	24998	25405	0	0	0	0
Complement	Cfp	B0BNN4	0	0	0	0	6075.7	6140.4	12968	13225	12995	14115	0	0	0	6801.4	0	4646.1	0	0	5586	0	9312.2	9498.3	12268	14496	7553.8	8503.5	7660.6	7824.6	0	0
Flap	Fen1	Q5XIP6	0	0	14438	11128	0	0	0	0	10077	0	7968	10429	0	0	0	0	0	6005.9	12884	14538	0	0	0	9123.7	0	0	0	0	0	0
Syntaxin-8	Stx8	Q9Z2Q7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15203	0	0	0	0	26684	29713	0	0	26633	25147
Phospholipid	Plscr3	Q6QBQ4	0	0	0	0	0	0	0	0	0	0	35473	36479	0	0	0	0	0	0	13748	12384	7705	5787.6	14592	12859	10984	13261	9646	0	0	0
MAM	Mamdc2	F1M9P7	0	0	0	0	0	13172	13139	0	32749	31918	0	13340	0	20965	0	0	0	0	10409	7185.6	0	0	0	0	0	29650	4598.3	0	0	0
Isoform	Stx5;sp|Q08851|STX5_RAT	Q08851-2	0	0	0	0	0	0	11306	0	0	7351	0	0	13209	16868	8131.3	0	0	0	12369	0	0	0	23116	23510	0	0	0	0	0	0
Proteasome	Psmb9	A0A023ILN9	0	8576.1	9472.3	0	0	0	8418.3	9453.8	6193.3	0	0	0	5601.1	0	16242	17315	0	0	0	0	0	8559.7	4503.8	11828	16362	17718	0	0	0	0
Isoform	Lyn;sp|Q07014|LYN_RAT	Q07014-2	0	0	0	0	0	0	11910	13303	12910	14189	0	0	0	0	0	0	0	1963.7	10108	10938	8658.6	4153.6	8866.9	10967	10932	13182	7196.2	6475.1	4659.7	3663.7
Tbl1x	Tbl1x	B2RZA6	0	0	0	0	3944.4	0	8770	7754.8	2172.9	4042.5	3744.5	0	6821.9	10327	5512.5	6075.3	0	0	9451.4	3415.3	6198.9	7301.9	11517	13523	13619	13565	0	0	9922.5	5595.7
0	0	0	0	0	0	0	0	0	0	0	0	0	0	96278	87187	0	0	0	0	787.77	901.48	0	0	0	0	0	0	0	0
MAP7	Map7d1	D4A644	7928.3	10575	0	11663	0	9063.7	0	0	0	0	29442	28883	21699	0	25056	25045	0	0	0	0	0	0	0	23711	10465	0	0	0	0	0
Matrix	Mmp14	Q10739	0	0	0	0	0	0	0	0	21311	30969	19685	24328	0	0	0	0	0	0	12278	15156	4905.6	0	0	0	0	0	8943.4	0	0	0
Mitochondrial	Mtch1	B0BN30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42253	40811	0	0	0	0
Calcineurin	Chp1	P61023	0	0	0	0	1897.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	851.82	0	0	25611	26351	0	0	0	0
Slc27a4	Slc27a4	Q5BJL7	0	0	0	0	0	0	10555	13497	8534.3	7510.7	0	5989.1	8963	9327.7	6564.2	8195.8	0	0	9713.6	13305	8241.2	0	10876	10390	0	0	0	7733.5	5856.9	0
60S	Rpl39	A0A0H2UI11	0	0	12973	13449	0	0	12747	9979.6	14748	11943	6270.9	0	0	0	0	0	0	6887.9	15878	13692	0	0	8276.2	0	1181.6	0	0	0	0	0
WD	Wdr3	D4A106	162710	58183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARP10	Actr10	Q5M9F7	0	0	0	0	0	0	0	11095	7265.2	7372.9	0	0	14219	14561	0	0	0	0	18212	15189	9811.9	9393.9	0	0	0	0	0	0	7761	11166
Band	Epb41l1	D3ZMI4	0	0	0	109550	0	0	0	0	0	0	0	0	0	0	0	0	28402	0	44286	0	0	0	0	0	0	0	0	0	0	0
Hydroxymethylbilane	Hmbs	A0A0G2K1N3	0	0	0	0	0	0	0	2327.3	2749.7	0	0	0	2742.5	4210.6	3558.4	1774.2	0	0	7811.6	0	0	0	1772.9	6335.1	14794	10928	1890.1	0	23619	20072
Elongator	Elp3	D4ACM1	0	0	0	0	1389.8	0	0	10851	0	0	0	0	9471.7	0	8401.6	6112.3	6667.6	10536	2654	3753.2	1417.3	1907.4	2388.7	1758.6	0	0	1691.2	0	9941.7	20011
Trio	Triobp	A2TIS7	0	0	0	4972	0	0	3341.4	4188.5	0	3173	29880	0	5706.9	5235.2	0	11028	6330.5	0	4880.5	5832	0	0	0	3176.2	6585.9	0	5097.7	5124.2	17434	15097
Latent-transforming	Ltbp2	A0A0G2KAU7	0	0	0	0	0	0	8570.8	8909.7	0	0	0	0	0	0	0	0	0	0	0	0	24445	23033	0	0	0	0	0	0	0	0
Hematopoietic	Hcls1	Q68FX4	0	0	0	0	0	0	0	0	0	0	0	0	0	18142	0	0	0	0	17330	13885	20453	19977	0	0	12343	15201	22951	23339	0	0
Protein	Ppm1f	B2RYP5	0	0	22545	0	0	0	12936	9894.1	0	0	0	0	0	0	0	13246	0	0	10919	10226	9166.9	9862.1	0	12941	0	0	13996	0	3366.4	4508.8
Similar	RGD1559896	D3ZY47	0	0	0	0	0	0	0	0	0	0	0	0	0	153130	0	0	0	0	0	0	12873	0	0	0	0	9243.4	0	0	0	0
Glia	Gmfg	F1M8F4	0	0	0	0	0	3566.4	12521	18877	10293	0	0	2825.7	0	4415.1	4222.3	0	0	0	10112	6378.5	10290	0	0	4487.5	0	0	0	0	18618	20383
Oligosaccharyltransferase	Ostc	B0K025	0	0	0	0	0	0	18990	20071	10882	10939	0	0	0	1562.7	0	0	0	0	26219	24513	0	0	22389	23887	0	0	0	0	0	0
Platelet	Pecam1	Q3SWT0	0	0	0	6585.8	0	0	3925.1	0	4907	0	0	0	0	0	0	16726	0	0	2639.7	5288.6	0	0	1782.5	0	0	0	8111.8	6923.3	9172	5132.9
Tropomodulin-1	Tmod1	P70567	0	0	0	0	10807	15391	0	0	0	0	0	0	20023	29164	0	0	0	0	16757	17337	0	0	0	0	20358	16268	0	0	0	0
RNA	Ddx18	Q5XHY0	0	0	0	0	0	0	0	0	0	0	12515	12920	8145.4	0	0	0	0	0	9045.3	0	0	0	13142	13481	0	0	0	0	17329	3526.7
Nucleolin	NRP	Q9QZX1	119480	31109	15965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sacsin	Sacs	D4A1D3	0	0	0	0	58516	68244	0	0	0	0	6822.4	4899	0	1604	4886.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pirin	Pir	Q5M827	0	0	0	0	0	0	8396.2	12137	0	0	0	0	0	7908.1	33836	37469	0	0	0	0	14766	0	0	7093.7	0	0	0	0	0	0
Pleckstrin	Plekho2	D3Z9K4	0	0	0	7904	0	0	6618.7	5524.4	12878	12829	9375	13140	8334.1	11193	5621.7	6290	0	0	8323.6	11096	0	0	4760.3	0	14921	14651	0	12509	0	0
Nucleolar	Nolc1	P41777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5259	0	0	0	0	0	0	0	0	0	36430	35717
Isoform	Gripap1;sp|Q9JHZ4|GRAP1_RAT	Q9JHZ4-2	0	0	0	0	38445	34788	0	0	0	0	0	0	68346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tubulin	Tubg1	P83888	0	0	0	0	0	0	11766	12183	12562	0	0	0	0	0	0	0	0	0	9679.4	10087	0	0	14346	0	9215.7	10031	0	0	15811	0
Ferric-chelate	Frrs1	D4A8Z3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	806.85	0	0	0	0	0	27867	26493	0	0	8562.5	9552.8
Huntingtin-interacting	Hypk	F1M8A5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38669	36592
CLPTM1	Clptm1	B2RYF6	0	0	0	0	0	9138.4	0	0	0	0	0	0	0	3638.1	0	0	0	0	7014.5	7912.6	0	0	0	8135.7	0	0	0	0	21100	42788
ATP-dependent	Dhx29	D3ZHW0	0	0	0	0	8544.9	7901.2	7515.4	7554.4	0	0	5207.9	4043.7	9229.8	8704.9	0	3792.7	0	0	3742.8	2518.6	0	0	7034.9	7398	0	0	0	0	7889.2	13564
C4b-binding	C4bpa	Q5M891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15214	16563
RGD1311906	Fcgbpl1	Q499U7	0	0	79195	74196	0	0	1633.2	2128.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2238.2	0	0	0
Complement	C8b	P55314	0	0	21684	21988	0	0	0	0	0	0	42442	9419.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ectonucleotide	Enpp1	G3V7V4	0	0	10076	0	0	0	3694.7	0	6934.7	5627.5	0	0	0	1692.7	2101.9	5647.6	0	0	12334	12991	0	915.36	7029.4	0	19374	18189	7420	0	0	0
Dolichol-phosphate	Dpm1	D4A8N1	0	0	0	7017.3	2565.6	0	7611.7	0	0	8297.2	0	0	0	2820.8	5414.1	0	0	0	10447	10798	0	0	9349.4	8195.9	0	0	1000	0	15529	13350
Geranylgeranyl	Rabggta	Q08602	0	0	0	0	14093	6868.9	7133	7610.3	7568.6	5533.4	0	6784.2	0	8214.6	4589	2549.1	0	0	11034	8826.1	0	0	10921	10060	8701.8	7375.9	0	0	9255.5	7966.7
Mitochondrial	Tomm34	Q3KRD5	0	10077	0	0	9908.7	0	0	0	0	0	22026	0	0	11887	0	0	12903	10929	0	0	0	0	0	0	14526	15666	0	0	0	0
F-BAR	Fcho2	D3ZYR1	0	0	10498	7074.7	0	9292.7	0	6118.7	0	5937.2	0	0	4490.9	0	8087.8	8121.8	0	9281.7	7036.5	5889.9	5717	0	0	0	8020.5	0	0	0	15072	17122
CB1	Cnrip1	Q5M7A7	0	0	10440	14825	0	0	8409.5	9353	9219.4	8394.2	9585.8	10884	4896	0	20165	19848	0	0	7378.1	0	0	6315.5	0	5278.5	0	0	8430	9520.9	0	0
Elongator	Elp1	F1LP76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3299.8	0	0	4979	9858.1	0	0	0	0	0	0	0	0	9505.9	11491
Glutaryl-CoA	Gcdh	D3ZT90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	880.7	0	0	0	0	29481	27462	0	0	0	0
Golgi	Golm1	D4AEL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17488	0	0	30076	29604
Wiskott-Aldrich	Wasf2	E9PTF9	0	0	0	0	0	0	0	5877.4	15186	15407	0	0	16911	18145	0	7500	6754.2	0	0	0	8818.3	0	13028	15835	0	26537	0	0	0	0
LUC7-like	Luc7l3	D3ZFB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyclin-dependent	Cdkn1b	O08769	0	0	39243	12691	0	0	0	0	4347.7	4716.8	4629.4	6305.4	0	0	10192	9154.3	0	0	0	5404.1	0	0	0	4905.9	0	0	0	0	0	0
Beta-catenin-like	Ctnnbl1	Q4V8K2	11228	0	17659	13389	8149.8	6577.8	0	0	4892.9	5102.3	7634.6	0	0	0	0	0	9689.9	10581	6435.9	5554.3	0	0	5624	0	11343	7953.5	3339.5	3832.4	0	0
Insulin-like	Igfals	F1LRE2	0	0	5788.7	0	0	0	13261	14189	11322	0	0	2080.8	5489.2	8652.1	0	5626.6	0	0	9001.6	8322.8	9755.1	9009.6	19795	25746	0	0	0	5475.4	0	0
Ring	Rnf213	F1M0R1	0	0	2308.4	0	0	0	11761	14384	11898	10375	0	0	8824.6	12432	8007.9	0	0	0	11471	11646	0	17078	16454	16592	0	0	0	6516.5	0	0
Sorting	Snx4	E9PU13	0	0	0	0	0	0	0	12376	13770	0	16087	17381	9075.3	0	0	7737.1	0	0	17768	15883	0	0	0	0	0	0	0	0	0	0
Synaptic	Fmr1	A0A0G2JZV8	0	0	0	2662.8	0	0	0	0	0	0	4802.2	5392.3	4662.5	0	0	5627.2	0	0	0	6480.5	0	0	3317.8	5165.5	0	0	0	0	23893	21863
DNA	Msh2	B1WBQ7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13287	16513	0	0	0	0	0	0	0	0	19532	33655
Cysteine	Csrp2	Q62908	0	0	0	0	0	6580.4	3670	0	0	0	0	3707.7	6631.5	5647.4	3319.7	0	0	0	4695.7	0	0	0	0	9763	0	0	11720	12989	14053	18939
Uncharacterized	D3ZC89	0	0	5160.7	0	7768.2	8042.5	5328.3	0	6025.9	8902.7	7173	12389	0	0	0	5788	8999.1	7591.9	0	0	0	0	0	6653.4	0	0	0	0	0	0
NADH	Ndufs4	Q5XIF3	0	7795.2	9339.7	11395	0	0	0	0	0	0	0	0	11181	10727	0	0	14806	6306.9	6537.9	7007	0	0	8278.4	8518.3	0	0	9883.5	10097	19681	17063
Interferon-stimulated	Isg20l2	Q6AXU3	0	0	0	0	0	0	0	7797.4	0	0	49820	0	0	19797	40007	0	0	0	0	0	31237	32533	0	6609.8	0	0	0	0	0	0
GTP-binding	Sar1b	Q5HZY2	0	0	0	0	17461	0	0	19664	0	0	0	0	0	0	0	0	0	0	15674	8692.2	0	0	0	0	0	0	0	0	19385	14983
Periostin	Postn	D3ZAF5	0	0	0	20350	0	0	0	0	0	0	0	0	22672	34150	0	0	31229	29087	0	0	21026	0	0	0	0	0	0	0	0	0
Integral	Itm2c	Q5PQL7	0	0	0	0	0	0	0	10324	0	0	0	0	17397	15925	12929	10518	0	0	19425	20734	12743	0	14249	12068	16730	0	0	0	0	0
Steroid	Sts	G3V9E5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31823	33155
Keratin	Krt17	A0A0G2K9Q9	0	0	0	0	0	0	11169	23543	0	0	0	0	0	0	0	0	0	5230.3	0	0	0	0	0	0	0	0	0	0	0	0
Ragulator	Lamtor1	Q6P791	0	0	0	0	0	0	0	0	0	14289	0	0	0	0	0	0	15114	0	14874	10735	0	0	12469	13387	0	16059	0	0	11022	20157
